Order ID,Product,Category,Quantity Ordered,Price Each,Order Date,Purchase Address
1216,Bose Headphones,Electronics,3.0,99.99,2025-04-14 09:37:44,"148 Amy Greens, Diazville, WA 70618"
1217,Google Home Mini,Electronics,4.0,49.99,2025-03-27 07:44:34,"0846 Lawson Coves, Tracyfurt, RI 63292"
1218,Flatscreen TV,Electronics,5.0,300.0,2025-03-06 17:08:04,"53415 Jennifer Spurs, North Dianaborough, ND 96836"
1219,T-Shirt,Clothing,5.0,19.99,2025-03-30 02:21:12,"04945 Anthony Highway, Youngshire, SC 43224"
1220,Google Home Mini,Electronics,3.0,49.99,2025-04-02 18:00:14,"8238 Schmitt Hill, Erikport, NV 38618"
1221,Coffee Maker,Home Appliances,4.0,89.99,2025-01-19 11:33:19,"48938 Brian Summit, Reynoldsbury, NJ 60821"
1222,ThinkPad Laptop,Electronics,5.0,999.99,2025-02-27 05:43:00,"874 Anderson Crest Suite 605, Peterberg, VA 70960"
1223,Google Home Mini,Electronics,,49.99,2025-04-08 23:12:36,"1946 Keith Overpass Apt. 736, Port Ronald, KY 88666"
1224,Wool Socks,Clothing,5.0,7.99,2025-03-24 12:11:26,"4717 Nathaniel Way, Alicialand, MT 58307"
1225,Flatscreen TV,Electronics,5.0,300.0,2025-03-26 01:39:22,"16618 Laurie Light Apt. 820, Lake Andrea, AL 26033"
1226,Google Home Mini,Electronics,1.0,49.99,2025-02-20 04:08:03,"9382 Roger Ramp, Markside, MN 93521"
1227,Wool Socks,Clothing,5.0,7.99,2025-02-18 17:27:42,"076 James Road Apt. 446, Sandrahaven, AL 28484"
1228,Wool Socks,Clothing,,7.99,2025-03-04 21:53:55,"476 Peter Camp, North Kathryn, OR 82120"
1229,Coffee Maker,Home Appliances,3.0,89.99,2025-03-25 16:04:38,"24042 Katelyn Estate Suite 621, Danielbury, OH 31030"
1230,Blender,Home Appliances,4.0,39.99,2025-04-06 05:37:27,"495 Dennis Parkway Suite 165, Aguilarshire, NH 63543"
1231,Wool Socks,Clothing,2.0,7.99,2025-01-22 22:03:57,"337 Shelia Turnpike Apt. 315, North James, DE 33282"
1232,Flatscreen TV,Electronics,3.0,300.0,2025-02-18 16:11:19,"PSC 8927, Box 9475, APO AA 70453"
1233,USB-C Charging Cable,Electronics,5.0,11.95,2025-03-11 04:27:38,"353 Carrie Tunnel Apt. 880, East Gabriela, KS 69424"
1234,Blender,Home Appliances,2.0,39.99,2025-02-13 10:27:46,"24431 Macias Knolls, West Katieberg, PA 96912"
1235,USB-C Charging Cable,Electronics,2.0,11.95,2025-03-20 13:03:02,"8449 Sampson Via, Terranceville, TN 38615"
1236,AAA Batteries (4-pack),Electronics,,5.49,2025-02-10 01:21:47,
1237,T-Shirt,Clothing,3.0,19.99,2025-03-18 12:46:39,"8638 Lisa Terrace Apt. 365, Adamsview, TX 76796"
1238,ThinkPad Laptop,Electronics,4.0,999.99,2025-02-07 11:10:36,"559 Gregory Turnpike, Port Mariah, AL 33669"
1239,Wool Socks,Clothing,3.0,7.99,2025-04-19 00:20:42,"89374 Jacob Overpass Apt. 355, South Bethany, WV 14250"
1240,T-Shirt,Clothing,,19.99,2025-02-02 03:30:43,"PSC 7497, Box 8768, APO AA 63439"
1241,USB-C Charging Cable,Electronics,4.0,11.95,2025-02-10 20:26:35,"26574 Gina View, Deborahchester, NC 82616"
1242,USB-C Charging Cable,Electronics,3.0,11.95,2025-02-21 00:56:50,"04774 Lisa Fords Apt. 586, Susanfort, IN 14616"
1243,USB-C Charging Cable,Electronics,1.0,11.95,2025-03-01 00:20:14,"69416 Elizabeth Mission Apt. 407, Andersonport, TN 65272"
1244,Wool Socks,Clothing,,7.99,2025-04-17 09:46:00,"29853 Holly Park, Lake Tracy, NE 62175"
1245,Bose Headphones,Electronics,,99.99,2025-02-04 14:14:00,"87433 Bridges Skyway, Lake Melanieshire, TX 26835"
1246,Blender,Home Appliances,,39.99,2025-02-22 11:17:04,"6835 Elizabeth Springs Suite 685, New Bethfurt, WA 61276"
1247,Coffee Maker,Home Appliances,4.0,89.99,2025-01-30 09:48:01,"898 Charles Springs Suite 434, Mccarthyview, AZ 99833"
1248,Google Home Mini,Electronics,5.0,49.99,2025-02-21 22:53:07,"259 Newman Ridge Suite 232, Thomasland, MA 51755"
1249,Coffee Maker,Home Appliances,4.0,89.99,2025-02-12 23:32:31,"34404 Vega Key Suite 002, East Angela, SD 85380"
1250,ThinkPad Laptop,Electronics,1.0,999.99,2025-01-28 17:49:21,"715 Cynthia Branch Suite 087, Port Adam, NH 16540"
1251,T-Shirt,Clothing,5.0,19.99,2025-01-24 14:59:45,"12828 Hahn Road Suite 334, Lake Johnfurt, HI 88939"
1252,Bose Headphones,Electronics,4.0,99.99,2025-04-06 16:33:11,"0816 Welch Pines Apt. 318, North Abigail, IN 82198"
1253,Google Home Mini,Electronics,4.0,49.99,2025-02-10 05:27:38,"Unit 5537 Box 8584, DPO AE 57106"
1254,Wool Socks,Clothing,2.0,7.99,2025-03-31 07:17:50,"58164 Hunter Ports Apt. 641, East William, PA 03853"
1255,T-Shirt,Clothing,5.0,19.99,2025-04-02 11:16:08,"262 Woods Walk, Benjaminland, AK 80357"
1256,Bose Headphones,Electronics,,99.99,2025-01-19 14:31:24,"66951 Mccoy Locks Suite 314, Port Kimberlytown, AL 88606"
1257,Coffee Maker,Home Appliances,2.0,89.99,2025-04-08 02:47:47,"244 Amber Mountains Suite 645, New Megan, AL 21289"
1258,Blender,Home Appliances,5.0,39.99,2025-02-04 19:23:54,"91684 Owens Union, Lake Marvin, MO 00533"
1259,Flatscreen TV,Electronics,4.0,300.0,2025-02-17 23:17:21,"677 John Street Apt. 235, Scottberg, IA 38041"
1260,ThinkPad Laptop,Electronics,4.0,999.99,2025-01-18 11:46:50,"6094 Salinas Plains, Hulltown, HI 83447"
1261,Google Home Mini,Electronics,1.0,49.99,2025-02-12 23:40:05,"12616 Nathan Street Suite 739, East Joshua, ND 53464"
1262,Blender,Home Appliances,4.0,39.99,2025-03-07 10:28:10,"6967 Andrew Street, Port Michaeltown, KY 24835"
1263,Flatscreen TV,Electronics,1.0,300.0,2025-03-04 05:41:00,"2509 Lewis Key Suite 284, North Jamesview, OH 09584"
1264,Google Home Mini,Electronics,,49.99,2025-02-27 12:12:01,"PSC 7281, Box 8983, APO AE 42401"
1265,USB-C Charging Cable,Electronics,3.0,11.95,2025-04-11 09:18:31,"6682 Allison Viaduct, North Kenneth, DC 65812"
1266,T-Shirt,Clothing,,19.99,2025-01-24 16:46:51,"13084 Mullins Estate, Marquezport, HI 12187"
1267,Flatscreen TV,Electronics,,300.0,2025-03-27 18:39:16,"3380 Jared Lodge Apt. 432, Penafurt, WI 08782"
1268,USB-C Charging Cable,Electronics,2.0,11.95,2025-03-05 12:29:48,"346 Collins Parkway, Port Andrewville, ME 21998"
1269,Bose Headphones,Electronics,2.0,99.99,2025-04-16 19:48:47,"USCGC Gonzalez, FPO AP 85247"
1270,T-Shirt,Clothing,5.0,19.99,2025-03-29 18:51:52,"00726 Jacobs Stravenue, Gravesburgh, VA 19335"
1271,USB-C Charging Cable,Electronics,5.0,11.95,2025-03-21 03:25:22,"132 Joshua Summit, North Josephmouth, TN 86413"
1272,Blender,Home Appliances,1.0,39.99,2025-01-20 00:28:28,"74124 Evan Meadow Apt. 402, Port Maryport, GA 41834"
1273,Flatscreen TV,Electronics,5.0,300.0,2025-02-28 04:38:43,"93781 Angela Glens Suite 231, Paulachester, ND 69495"
1274,ThinkPad Laptop,Electronics,5.0,999.99,2025-01-23 14:44:00,"5787 Barnett Gardens, Lake Michaelberg, DE 82344"
1275,AAA Batteries (4-pack),Electronics,3.0,5.49,2025-04-01 16:14:06,"55864 Beth Ramp Suite 508, New Belindaberg, CO 48729"
1276,Bose Headphones,Electronics,5.0,99.99,2025-03-29 15:21:44,"6466 Brittany Plaza, Port Daisychester, RI 56178"
1277,Blender,Home Appliances,4.0,39.99,2025-02-22 10:56:59,
1278,Bose Headphones,Electronics,4.0,99.99,2025-03-29 12:42:55,"0277 Tonya Loaf Suite 004, Lake Alexanderview, IA 59999"
1279,AAA Batteries (4-pack),Electronics,4.0,5.49,2025-02-03 04:30:26,"9735 Christine Curve Suite 613, Andrewland, DC 63980"
1280,Flatscreen TV,Electronics,1.0,300.0,2025-02-20 14:14:59,"77883 Michael Meadows Apt. 377, North Makayla, LA 36453"
1281,T-Shirt,Clothing,2.0,19.99,2025-04-09 19:13:56,"5217 Bryan Crest, East Becky, TN 32640"
1282,Bose Headphones,Electronics,3.0,99.99,2025-02-23 14:04:22,"28500 Rebecca Parkway, Matthewview, TN 67198"
1283,AAA Batteries (4-pack),Electronics,5.0,5.49,2025-02-27 06:48:56,"28420 Andrew Canyon, West Trevorchester, OH 65680"
1284,T-Shirt,Clothing,2.0,19.99,2025-02-16 15:14:29,"71658 Benitez Track, Melissachester, VT 80513"
1285,Coffee Maker,Home Appliances,4.0,89.99,2025-03-31 20:45:34,"9309 Charles Groves, Matthewfort, AR 19485"
1286,ThinkPad Laptop,Electronics,1.0,999.99,2025-01-24 03:26:24,"164 Montgomery Inlet, Carlosbury, SD 56763"
1287,USB-C Charging Cable,Electronics,,11.95,2025-01-29 10:41:08,"559 Hannah Fort Apt. 426, New Adambury, OH 39967"
1288,,Home Appliances,4.0,89.99,2025-04-13 16:13:55,"Unit 0765 Box 6150, DPO AE 38855"
1289,Coffee Maker,Home Appliances,5.0,89.99,2025-02-22 03:10:20,"192 Christopher Forges Suite 850, East Jasmine, MT 54084"
1290,ThinkPad Laptop,Electronics,2.0,999.99,2025-01-19 03:16:28,"PSC 3623, Box 4650, APO AA 05564"
1291,Flatscreen TV,Electronics,1.0,300.0,2025-03-22 19:25:57,"93872 Webb Points, South Christinafort, MS 17505"
1292,USB-C Charging Cable,Electronics,1.0,11.95,2025-02-21 06:45:11,"04696 Anthony Gateway Apt. 873, Harperside, VT 84657"
1293,ThinkPad Laptop,Electronics,3.0,999.99,2025-03-19 19:07:56,"879 Parker Trail, Andersontown, NH 48309"
1294,Wool Socks,Clothing,1.0,7.99,2025-03-14 14:00:33,"384 Allison Tunnel Apt. 456, North Ronald, GA 19275"
1295,AAA Batteries (4-pack),Electronics,1.0,5.49,2025-04-17 22:06:55,"899 Snyder Mountains Suite 464, South Troyfurt, WA 57757"
1296,Bose Headphones,Electronics,2.0,99.99,2025-02-03 09:54:31,"169 Alison Cliff Suite 650, Sharpberg, CA 94602"
1297,Flatscreen TV,Electronics,5.0,300.0,2025-01-30 10:16:00,"13821 Dawn Rapid, Patrickfort, IL 78459"
1298,Coffee Maker,Home Appliances,2.0,89.99,2025-03-02 22:25:43,"5667 Melinda Bridge, Natalieport, HI 10057"
1299,USB-C Charging Cable,Electronics,4.0,11.95,2025-03-27 20:09:00,"7717 Ronald Tunnel, Armstrongburgh, AL 88260"
1300,USB-C Charging Cable,Electronics,3.0,11.95,2025-03-05 12:29:08,"805 Brady Trail, Kyleland, MA 04844"
1301,AAA Batteries (4-pack),Electronics,1.0,5.49,2025-04-12 23:14:08,"33812 Sandoval Port, North Josephhaven, NV 85964"
1302,Coffee Maker,Home Appliances,2.0,89.99,2025-02-15 15:21:49,"30056 Joseph Inlet, Wilsonfurt, LA 46107"
1303,AAA Batteries (4-pack),Electronics,4.0,5.49,2025-02-10 14:28:44,"525 Chris Union Suite 161, Port John, NH 91397"
1304,AAA Batteries (4-pack),Electronics,4.0,5.49,2025-03-31 17:58:20,"6459 Bennett Viaduct, Shawnaview, RI 26905"
1305,Bose Headphones,Electronics,5.0,99.99,2025-04-06 22:09:10,"396 Daniel Fields Suite 299, New Carlyton, IN 01512"
1306,USB-C Charging Cable,Electronics,4.0,11.95,2025-03-13 12:27:43,"76793 Daniel Underpass Suite 907, Amandaberg, AZ 10026"
1307,Coffee Maker,Home Appliances,5.0,89.99,2025-02-15 02:40:03,"1030 Angela Corners, Gibsonshire, MI 42121"
1308,T-Shirt,Clothing,4.0,19.99,2025-04-07 00:49:09,"38499 Thompson Throughway Suite 700, Cruzmouth, ME 10373"
1309,Wool Socks,Clothing,4.0,7.99,2025-01-23 03:29:12,"60619 Monica Glens, Scottfort, KY 03211"
1310,AAA Batteries (4-pack),Electronics,1.0,5.49,2025-03-24 04:09:17,
1311,Coffee Maker,Home Appliances,1.0,89.99,2025-01-30 06:20:09,"59088 Arthur Fork Apt. 017, Williambury, CT 02938"
1312,T-Shirt,Clothing,5.0,19.99,2025-03-04 13:03:32,"18788 Christopher Mill, Jamesberg, WV 10518"
1313,Coffee Maker,Home Appliances,,89.99,2025-02-13 00:14:16,"2273 Patrick Manor, Lake Alexandrafurt, NH 41216"
1314,Flatscreen TV,Electronics,,300.0,2025-03-15 11:06:06,"710 Kaitlyn Camp Apt. 933, South Jeremiahhaven, OH 93435"
1315,Bose Headphones,Electronics,3.0,99.99,2025-04-19 00:28:05,"496 Butler Place Suite 260, Port Frankhaven, WI 14593"
1316,Bose Headphones,Electronics,4.0,99.99,2025-02-15 00:14:11,"Unit 4466 Box 1799, DPO AP 45789"
1317,Flatscreen TV,Electronics,4.0,300.0,2025-03-01 22:21:07,"2783 Mcmillan Light, North Kaitlynside, MO 66251"
1318,Coffee Maker,Home Appliances,3.0,89.99,2025-01-25 01:11:17,"9352 Matthew Drives Apt. 339, West James, MS 01493"
1319,Wool Socks,Clothing,4.0,7.99,2025-03-28 11:14:20,"54077 Davis Meadow Apt. 291, Port Jessica, DE 82615"
1320,USB-C Charging Cable,Electronics,1.0,11.95,2025-03-24 02:02:07,
1321,Flatscreen TV,Electronics,2.0,300.0,2025-03-22 14:33:39,"9075 Frye Shoals, Port Andrew, MN 61848"
1322,USB-C Charging Cable,Electronics,,11.95,2025-02-16 17:29:35,"233 Sullivan Crossing Apt. 736, New Kirsten, NJ 69261"
1323,Bose Headphones,Electronics,4.0,99.99,2025-01-26 05:25:16,"1623 Merritt Motorway Suite 527, New Lisa, ND 79073"
1324,ThinkPad Laptop,Electronics,2.0,999.99,2025-02-24 13:41:54,"691 Mcdaniel Island, New Karen, SD 61267"
1325,Flatscreen TV,Electronics,5.0,300.0,2025-01-25 15:45:11,"8623 Zachary Ridges, Foleymouth, AL 03387"
1326,ThinkPad Laptop,Electronics,,999.99,2025-01-24 16:27:47,"60553 Brandon Crossing Suite 313, East Courtneyport, LA 55662"
1327,Google Home Mini,Electronics,5.0,49.99,2025-03-22 16:07:49,"20620 Lawrence Stream, New Erinchester, MO 37424"
1328,Wool Socks,Clothing,4.0,7.99,2025-01-30 17:47:10,"9402 Sheri Knolls Apt. 671, Anthonyton, AR 37844"
1329,ThinkPad Laptop,Electronics,1.0,999.99,2025-03-21 20:52:51,"9782 Bell Point Apt. 490, Lake Antoniotown, DC 78515"
1330,Blender,Home Appliances,,39.99,2025-03-29 20:05:06,"891 Perez Plaza Apt. 324, South Colleenfurt, WV 66173"
1331,USB-C Charging Cable,Electronics,,11.95,2025-03-05 00:45:01,"5490 Lam Port Suite 732, Melissastad, RI 98277"
1332,Coffee Maker,Home Appliances,4.0,89.99,2025-03-16 04:27:07,"64487 Katherine Common Suite 613, Hinesfort, AL 42313"
1333,ThinkPad Laptop,Electronics,1.0,999.99,2025-02-20 22:26:31,"54227 Webb Ways Apt. 528, Port Joshuamouth, WY 66816"
1334,,Electronics,3.0,5.49,2025-04-08 02:12:00,"18893 Matthew Trail Suite 319, South Annette, HI 64988"
1335,Wool Socks,Clothing,2.0,7.99,2025-01-19 13:20:56,
1336,ThinkPad Laptop,Electronics,3.0,999.99,2025-02-19 19:46:07,"87512 Gibson Mews, Port Austin, CO 02359"
1337,AAA Batteries (4-pack),Electronics,1.0,5.49,2025-03-26 14:32:37,"21978 Howard Square Apt. 111, Paulview, ME 73603"
1338,Blender,Home Appliances,4.0,39.99,2025-03-10 21:22:40,"294 Anderson Camp, East Stacy, VT 43717"
1339,Coffee Maker,Home Appliances,4.0,89.99,2025-04-19 02:56:06,"USCGC Taylor, FPO AA 79449"
1340,Flatscreen TV,Electronics,4.0,300.0,2025-02-05 12:17:04,"Unit 3719 Box 0860, DPO AA 24825"
1341,ThinkPad Laptop,Electronics,2.0,999.99,2025-02-19 06:29:14,"0581 Mark Estate, Jaclynmouth, MA 67691"
1342,ThinkPad Laptop,Electronics,5.0,999.99,2025-04-13 23:24:53,"Unit 5882 Box 8796, DPO AA 38008"
1343,Flatscreen TV,Electronics,4.0,300.0,2025-04-08 14:55:56,"857 Patel Fort, Lopezville, AZ 59696"
1344,Coffee Maker,Home Appliances,,89.99,2025-02-10 11:45:32,"8305 Dunn Court Apt. 652, Timothyland, FL 37737"
1345,USB-C Charging Cable,Electronics,2.0,11.95,2025-03-10 17:42:58,"736 Hansen Mount Apt. 592, Gainesland, OR 45121"
1346,USB-C Charging Cable,Electronics,2.0,11.95,2025-04-16 16:51:29,"931 Lindsay Cliff, Lake Caitlinstad, TN 39686"
1347,USB-C Charging Cable,Electronics,3.0,11.95,2025-01-20 20:09:56,"14658 Glover Drive Suite 936, Jennamouth, NE 95054"
1348,Google Home Mini,Electronics,5.0,49.99,2025-01-31 19:39:51,"6538 Justin Fall, North Brittany, MA 20327"
1349,USB-C Charging Cable,Electronics,5.0,11.95,2025-02-15 11:07:32,"Unit 2270 Box 7354, DPO AP 67057"
1350,Google Home Mini,Electronics,4.0,49.99,2025-03-01 04:15:55,"66022 Trevor Road Suite 346, New Laura, AK 10913"
1351,Coffee Maker,Home Appliances,5.0,89.99,2025-03-19 16:26:06,"667 Jose Avenue Apt. 146, East Shannon, OK 94872"
1352,Google Home Mini,Electronics,,49.99,2025-01-17 23:19:55,"612 Steve Springs, Whiteside, VA 09417"
1353,Wool Socks,Clothing,2.0,7.99,2025-02-04 14:46:47,"60507 Steven Inlet, Bakershire, WI 85269"
1354,Blender,Home Appliances,3.0,39.99,2025-04-02 01:31:23,"380 Spence Fork, Theresafurt, AR 43312"
1355,Google Home Mini,Electronics,,49.99,2025-02-13 08:02:56,"083 Davis Extension, Fischerhaven, MN 13004"
1356,Bose Headphones,Electronics,,99.99,2025-01-24 17:36:03,
1357,AAA Batteries (4-pack),Electronics,2.0,5.49,2025-03-14 14:50:44,"17788 Fisher Mountain Suite 765, Williammouth, NV 39129"
1358,Wool Socks,Clothing,2.0,7.99,2025-03-04 23:19:46,"38477 Kelly Creek, Port Cheryl, TX 23031"
1359,Blender,Home Appliances,2.0,39.99,2025-01-31 15:28:27,"6383 Gallagher Mountains Suite 412, Port Kayla, NH 82708"
1360,AAA Batteries (4-pack),Electronics,2.0,5.49,2025-03-03 22:46:13,"968 Reeves Station Apt. 669, New Daniellemouth, SC 22637"
1361,T-Shirt,Clothing,5.0,19.99,2025-02-15 05:48:55,"PSC 7680, Box 3035, APO AE 91344"
1362,Bose Headphones,Electronics,3.0,99.99,2025-03-21 09:21:41,"80337 Haley Wall Suite 113, West Christopher, OR 57341"
1363,Flatscreen TV,Electronics,4.0,300.0,2025-01-28 22:55:09,"86841 Stephen Port Suite 509, Port Lisaland, UT 01794"
1364,Wool Socks,Clothing,4.0,7.99,2025-02-04 15:52:18,"890 Catherine Ranch Suite 279, Elizabethchester, AZ 03489"
1365,Wool Socks,Clothing,3.0,7.99,2025-03-25 12:25:47,"651 Steven Fort Suite 428, South Larry, ME 56739"
1366,USB-C Charging Cable,Electronics,4.0,11.95,2025-01-21 16:27:41,"5650 Rebecca Canyon Suite 284, Meghanport, MI 74978"
1367,Bose Headphones,Electronics,5.0,99.99,2025-03-07 08:18:33,"94731 Diana View, South Maria, IL 84742"
1368,ThinkPad Laptop,Electronics,3.0,999.99,2025-03-04 10:33:32,"718 Martinez Mission, West Alvin, CA 23316"
1369,,Electronics,2.0,49.99,2025-02-12 00:00:31,"42534 Roberts Manor, East Shane, MT 08306"
1370,ThinkPad Laptop,Electronics,2.0,999.99,2025-04-06 23:18:13,"20751 Smith Heights Apt. 693, New James, RI 31867"
1371,T-Shirt,Clothing,3.0,19.99,2025-03-02 01:51:13,"45629 Gibbs Knolls, Lake Alexis, MT 29037"
1372,Wool Socks,Clothing,4.0,7.99,2025-03-03 17:44:55,"258 Decker Ports, Lake Matthewport, TX 64860"
1373,Google Home Mini,Electronics,2.0,49.99,2025-02-01 20:56:28,"0028 Sheena Tunnel Suite 882, South Rebecca, AL 74476"
1374,Bose Headphones,Electronics,3.0,99.99,2025-02-23 05:03:05,"Unit 5360 Box 7088, DPO AA 75370"
1375,ThinkPad Laptop,Electronics,5.0,999.99,2025-02-17 04:05:22,"Unit 0542 Box 3668, DPO AE 23549"
1376,USB-C Charging Cable,Electronics,2.0,11.95,2025-03-19 02:26:51,"022 Bennett Way, Rachelside, NE 97616"
1377,AAA Batteries (4-pack),Electronics,5.0,5.49,2025-03-22 20:19:31,"724 Johnson Ferry Apt. 115, Port Mary, SD 19759"
1378,Google Home Mini,Electronics,2.0,49.99,2025-03-29 12:01:20,"79550 Hendricks Point, East Justinville, NE 41087"
1379,AAA Batteries (4-pack),Electronics,,5.49,2025-02-05 19:24:51,"24571 Tara Mission Suite 280, Sarahfurt, FL 64408"
1380,Wool Socks,Clothing,1.0,7.99,2025-02-17 03:15:48,"USNV Gomez, FPO AE 78683"
1381,Google Home Mini,Electronics,,49.99,2025-01-25 03:46:17,"28379 Vanessa Plaza, Brandymouth, MA 47181"
1382,AAA Batteries (4-pack),Electronics,3.0,5.49,2025-02-16 04:49:38,"90457 Jerry Groves, Stephaniefurt, VA 73056"
1383,ThinkPad Laptop,Electronics,3.0,999.99,2025-03-09 14:24:49,"06713 Mary Trace, South Michael, MI 61330"
1384,AAA Batteries (4-pack),Electronics,5.0,5.49,2025-04-13 07:36:56,
1385,Flatscreen TV,Electronics,2.0,300.0,2025-01-19 09:21:58,"5158 Laurie Spring Suite 951, North Heather, DC 78956"
1386,Blender,Home Appliances,4.0,39.99,2025-01-21 14:28:54,"3517 Moore Turnpike Apt. 586, Francotown, HI 52392"
1387,ThinkPad Laptop,Electronics,1.0,999.99,2025-04-14 11:27:25,"06987 Margaret Gateway, East Nicholashaven, MS 95467"
1388,USB-C Charging Cable,Electronics,,11.95,2025-02-17 19:54:18,"28011 Baldwin Pine Suite 118, Melissabury, MI 24839"
1389,Wool Socks,Clothing,1.0,7.99,2025-03-21 17:09:59,"649 Garrett Crossroad, Brianberg, FL 91296"
1390,,Clothing,3.0,19.99,2025-01-27 03:43:30,"6417 Jose Hollow Suite 082, South Larry, ND 57732"
1391,Wool Socks,Clothing,,7.99,2025-01-21 04:27:22,"4404 Jones Corners Apt. 317, South Robertmouth, KS 04297"
1392,Blender,Home Appliances,5.0,39.99,2025-04-07 10:08:00,"530 Travis Corner, Loganmouth, MT 21419"
1393,T-Shirt,Clothing,5.0,19.99,2025-02-09 18:27:22,"080 Howard Stream Suite 582, Justinton, AZ 89456"
1394,Wool Socks,Clothing,5.0,7.99,2025-02-15 02:51:34,"19676 Jesse Heights, Tanyafurt, MO 58939"
1395,Coffee Maker,Home Appliances,,89.99,2025-03-10 19:19:52,"08283 Williams Coves Apt. 850, New Michaelton, NE 04257"
1396,Bose Headphones,Electronics,3.0,99.99,2025-04-08 16:45:57,"571 Diana Extension Apt. 566, Amyport, WY 35823"
1397,Blender,Home Appliances,5.0,39.99,2025-03-15 05:18:13,"644 Jon Way Suite 940, Harrisville, ID 29545"
1398,Blender,Home Appliances,2.0,39.99,2025-03-27 15:11:37,"259 Bell Heights Apt. 286, Ruizburgh, FL 36405"
1399,Coffee Maker,Home Appliances,2.0,89.99,2025-01-26 09:17:56,"135 Ashley Station Apt. 858, Morrisonbury, WV 90534"
1400,Google Home Mini,Electronics,1.0,49.99,2025-01-21 21:18:15,"PSC 7576, Box 6628, APO AA 04211"
1401,Flatscreen TV,Electronics,3.0,300.0,2025-03-17 08:32:29,"09998 Butler Route, Yatesport, OK 21976"
1402,Google Home Mini,Electronics,5.0,49.99,2025-02-28 22:52:29,"74170 Marvin Route, Walkerside, FL 95772"
1403,Coffee Maker,Home Appliances,3.0,89.99,2025-04-01 11:44:32,"77017 Crawford Light, Hinesport, NM 34105"
1404,Blender,Home Appliances,1.0,39.99,2025-03-30 13:17:26,"65204 Tony Flats Suite 970, Frankfort, MN 35147"
1405,Google Home Mini,Electronics,,49.99,2025-03-24 09:15:42,"61058 Mejia Walk, Lake Nancyberg, MS 03225"
1406,Blender,Home Appliances,2.0,39.99,2025-04-15 06:19:23,"0923 Gibbs Road, Anthonychester, AL 77602"
1407,USB-C Charging Cable,Electronics,2.0,11.95,2025-01-21 12:59:29,"3668 Lowe Village Suite 678, Port Tracyberg, KY 34105"
1408,AAA Batteries (4-pack),Electronics,1.0,5.49,2025-03-13 14:46:57,"87216 Joseph Tunnel Apt. 383, Davidside, NE 20898"
1409,T-Shirt,Clothing,4.0,19.99,2025-02-16 15:24:59,"5609 Rhonda Walk, Port Donland, MI 12527"
1410,USB-C Charging Cable,Electronics,4.0,11.95,2025-01-18 15:09:13,"711 Bowen Lodge, North Jennifer, IN 53248"
1411,Flatscreen TV,Electronics,5.0,300.0,2025-01-24 13:26:00,"63483 Allison Stravenue, West Noah, MN 00807"
1412,USB-C Charging Cable,Electronics,5.0,11.95,2025-02-28 21:43:02,"75458 Kristine Port Suite 387, New Davidbury, MI 39366"
1413,Google Home Mini,Electronics,,49.99,2025-04-13 16:33:52,"7659 Myers Squares, Latoyaberg, IA 33230"
1414,Wool Socks,Clothing,,7.99,2025-02-18 01:56:59,"29148 Jones Crescent, Lake Katelyn, DE 55354"
1415,Wool Socks,Clothing,3.0,7.99,2025-02-04 08:39:51,"1122 Schneider Streets, Shannonshire, GA 20512"
1416,,Clothing,1.0,19.99,2025-01-31 07:12:04,"60778 William Cape Apt. 264, North Travis, NY 04538"
1417,T-Shirt,Clothing,3.0,19.99,2025-04-07 07:16:07,"07432 Angela Trail Apt. 963, Crystalview, OK 65115"
1418,Wool Socks,Clothing,3.0,7.99,2025-02-16 06:38:02,"Unit 7278 Box 6155, DPO AP 01734"
1419,Flatscreen TV,Electronics,3.0,300.0,2025-01-22 21:51:10,"834 Serrano Drive, North Kelseystad, PA 56235"
1420,Flatscreen TV,Electronics,2.0,300.0,2025-04-03 03:01:13,"PSC 6028, Box 5626, APO AP 66828"
1421,Flatscreen TV,Electronics,1.0,300.0,2025-04-06 01:08:11,"48543 Lee Courts Apt. 522, New Teresa, VA 29200"
1422,Blender,Home Appliances,4.0,39.99,2025-01-27 03:35:02,"00935 Mendez Hill, Amyhaven, OK 85943"
1423,Coffee Maker,Home Appliances,2.0,89.99,2025-01-25 18:59:13,"579 Amanda Course Apt. 938, East Gregory, KS 53969"
1424,Coffee Maker,Home Appliances,1.0,89.99,2025-02-04 15:21:13,"32191 Brown Shoals Apt. 405, North Juliashire, LA 37084"
1425,Coffee Maker,Home Appliances,2.0,89.99,2025-03-16 22:29:03,"59540 Beth Inlet, East Tanyastad, LA 05035"
1426,USB-C Charging Cable,Electronics,1.0,11.95,2025-03-09 04:39:05,"USNS Williams, FPO AP 43543"
1427,Bose Headphones,Electronics,4.0,99.99,2025-03-25 04:50:13,"50492 Anne Inlet, South Kathrynmouth, NM 27375"
1428,Flatscreen TV,Electronics,4.0,300.0,2025-03-27 21:41:25,"6656 Gary Islands Apt. 283, East Justinmouth, CA 47819"
1429,ThinkPad Laptop,Electronics,4.0,999.99,2025-03-26 16:16:52,"0322 Nicole Plains, New Melissafort, TX 52559"
1430,Google Home Mini,Electronics,3.0,49.99,2025-02-02 14:06:45,"19891 Martinez Hills, Stevenborough, OH 55950"
1431,Google Home Mini,Electronics,1.0,49.99,2025-02-07 01:00:53,"032 Alexander Alley Suite 833, North Claire, RI 45676"
